basename,mags_and_gtdb,gtdb,mag_only,gtdb_reps,mags_and_gtdbreps
SRR11183647,0.762382005,0.67741815,0.508435013,0.545369231,0.72141259
SRR11183648,0.820458469,0.737395691,0.552583645,0.593745163,0.793789154
SRR11183667,0.867572503,0.795263158,0.58436717,0.633511506,0.823491265
SRR11183674,0.777375557,0.733410707,0.431111302,0.588332496,0.708056864
SRR11183675,0.819670352,0.777794865,0.51166888,0.599460687,0.749921964
SRR11183677,0.786973649,0.747291682,0.47220047,0.593713931,0.731321584
SRR11183679,0.748311105,0.705649691,0.380508904,0.591924302,0.716454762
SRR11183680,0.817697273,0.778158575,0.444688055,0.614700781,0.774925097
SRR11183681,0.795865396,0.750089424,0.506652698,0.600908712,0.755598166
SRR11183682,0.698207458,0.645144799,0.428729733,0.537995383,0.649769142
SRR11183684,0.807218362,0.696239208,0.562322532,0.569770186,0.765055151
SRR11183686,0.907560255,0.85874261,0.623131085,0.6712079,0.858753995
SRR11183687,0.783894817,0.700230767,0.529786079,0.570395384,0.753445259
SRR11183689,0.836558742,0.763465927,0.627234311,0.599970438,0.785084877
SRR11183690,0.75165739,0.682797414,0.535169519,0.565819861,0.71666239
SRR11183691,0.737149997,0.649478445,0.503110483,0.547561227,0.699120913
SRR11183692,0.743182976,0.664902852,0.495562907,0.554996792,0.708797222
SRR11183693,0.837299429,0.777196084,0.62328233,0.621738544,0.789503169
SRR11183695,0.758799075,0.676816057,0.508144606,0.547665463,0.724184393
SRR11183696,0.835310316,0.771536343,0.557838927,0.619851457,0.795819272
SRR11183697,0.83672409,0.749772687,0.513566452,0.623561065,0.813046341
SRR11183698,0.816035085,0.757353317,0.587997868,0.607805978,0.772289091
SRR11183699,0.777726164,0.644988968,0.516700484,0.522436826,0.75066094
SRR11183705,0.787679483,0.721186063,0.543256098,0.578708939,0.748198459
SRR11183706,0.750982272,0.674797699,0.539767259,0.528798385,0.685335676
SRR11183709,0.875982005,0.821843436,0.640259999,0.651652984,0.822808964
SRR11183710,0.765107143,0.694902058,0.525883462,0.578536188,0.729190622
SRR11183712,0.779141228,0.690196236,0.527788609,0.566192901,0.743378878
SRR11183714,0.741467991,0.651556291,0.515697412,0.530639387,0.706345873
SRR11183716,0.707932898,0.653094596,0.403435416,0.563565721,0.663204646
SRR11183717,0.734815952,0.657688221,0.473601486,0.552263515,0.687707452
SRR11183718,0.759737464,0.710442099,0.511309344,0.544747449,0.686442457
SRR11183720,0.754323799,0.698319091,0.44616001,0.589437218,0.718852113
SRR11183722,0.766831986,0.711767104,0.473573566,0.579378018,0.724668785
SRR11183723,0.70795282,0.653967534,0.380173558,0.562887791,0.666621443
SRR11183726,0.72395817,0.679835443,0.431961734,0.563678764,0.671223825
SRR11183728,0.732064188,0.678878397,0.425504603,0.579172154,0.687597193
SRR11183729,0.805565135,0.751898926,0.516764688,0.601572529,0.764472156
SRR11183730,0.807567128,0.750559398,0.474502762,0.585145493,0.773137516
SRR11183732,0.88297303,0.845776173,0.542695558,0.66954397,0.853752293
SRR11183733,0.827313788,0.778461714,0.51360507,0.613210987,0.796856511
SRR11183735,0.743637578,0.679182417,0.498841285,0.547763602,0.712391846
SRR11183737,0.821735199,0.773477313,0.54495582,0.622111248,0.759653894
SRR11183739,0.760587012,0.717952496,0.448427094,0.597125694,0.721998327
SRR11183741,0.859715384,0.831161058,0.495390023,0.581056339,0.803784992
SRR11183743,0.836588583,0.787541754,0.479394105,0.610947818,0.782101187
SRR11183744,0.733260684,0.677543524,0.456010976,0.566121759,0.680729586
SRR11183746,0.730679007,0.658871638,0.496880347,0.552410387,0.68270866
SRR11183749,0.831660915,0.77593383,0.583506613,0.622336466,0.787493152
SRR11183752,0.889020044,0.82224691,0.619345471,0.633477134,0.860702627
SRR11183753,0.768461145,0.677398164,0.512107391,0.574536693,0.746341377
SRR11183754,0.82291397,0.77127017,0.55343624,0.633671552,0.791572747
SRR11183756,0.794577282,0.687860225,0.564217486,0.56547062,0.770150997
SRR11183758,0.77993311,0.71389405,0.505459616,0.592947487,0.75160318
SRR11183759,0.757966518,0.602682838,0.513622548,0.484623373,0.715622483
SRR11183761,0.720058985,0.648549281,0.479346836,0.53741632,0.698127375
SRR11183765,0.802799216,0.725264404,0.587522313,0.595847887,0.770641171
SRR11183767,0.748851023,0.647871141,0.533151539,0.514107654,0.707463437
SRR11183768,0.772181091,0.678832462,0.564589364,0.542335019,0.720893994
SRR11183769,0.788531494,0.711861768,0.509559999,0.574002308,0.763221659
SRR11183770,0.762609911,0.660003107,0.518628072,0.561424658,0.745625057
SRR11183771,0.78588445,0.693605642,0.522573227,0.565989606,0.755737669
SRR11183772,0.756089198,0.645510254,0.54729064,0.514761656,0.722459192
SRR11183775,0.756423141,0.692809304,0.534493455,0.579090446,0.730822054
SRR11183781,0.742978224,0.683668619,0.47954682,0.566160663,0.681818609
SRR11183782,0.803471939,0.748388138,0.511906273,0.607236133,0.751307669
SRR11183784,0.79223954,0.751421339,0.416239208,0.628483074,0.775520707
SRR11183785,0.847365558,0.787388598,0.544879208,0.637113751,0.793136952
SRR11183786,0.876125863,0.818259446,0.589718677,0.644906206,0.824641821
SRR11183788,0.902372089,0.84941445,0.607209835,0.653830587,0.856473795
SRR11183789,0.787463561,0.732048567,0.504740049,0.598898303,0.755336743
SRR11183790,0.831773986,0.778896479,0.606690477,0.630850978,0.778275543
SRR11183791,0.887807538,0.840310842,0.619406513,0.642123839,0.823796664
SRR11183794,0.870232462,0.803307961,0.588434433,0.622365875,0.814122658
SRR11183795,0.842185372,0.794085671,0.562588809,0.639002296,0.768670593
SRR11183796,0.827558661,0.772518588,0.559911317,0.626280907,0.771226165
SRR11183800,0.825765503,0.751120368,0.599705932,0.597728447,0.769291431
SRR11183801,0.853388682,0.799306181,0.593376997,0.635075302,0.804706744
SRR11183802,0.851412534,0.791957391,0.560959693,0.649866933,0.801910671
SRR11183804,0.890240192,0.84530365,0.609457871,0.672546446,0.831628653
SRR11183805,0.883535939,0.834533408,0.587570208,0.653449498,0.825078161
SRR11183806,0.885168191,0.838046579,0.638790358,0.66737742,0.82441036
SRR11183807,0.822314005,0.764722354,0.533337088,0.615178197,0.761633253
SRR11183809,0.866446429,0.819446144,0.56812082,0.654881937,0.809318713
SRR11183811,0.86865364,0.805400847,0.608369522,0.647893945,0.802933434
SRR11183813,0.81140768,0.721427714,0.578901437,0.581682097,0.760643579
SRR11183815,0.795198503,0.719736022,0.57643778,0.571053951,0.742229378
SRR11183816,0.661533795,0.521009776,0.513263015,0.408263956,0.614810041
SRR11183817,0.901647355,0.843474106,0.609774672,0.625800512,0.873278772
SRR11183819,0.787646522,0.683804866,0.529390087,0.565399817,0.748107618
SRR11183821,0.794461763,0.736739403,0.567000484,0.602389455,0.762325677
SRR11183823,0.781906112,0.710160279,0.5110705,0.583346728,0.754440248
SRR11183824,0.705555249,0.584401448,0.472847793,0.489767646,0.674792934
SRR11183827,0.813292006,0.734185561,0.597695098,0.582535107,0.771564148
SRR11183831,0.753089138,0.653241321,0.50357613,0.542317507,0.731684488
SRR11183833,0.745132057,0.680865508,0.507622194,0.540328826,0.706955779
SRR11183836,0.795400414,0.699885897,0.576960077,0.566678692,0.742243867
SRR11183838,0.781143361,0.697235535,0.52261706,0.574364502,0.752072513
SRR11183839,0.88549699,0.819410968,0.556633076,0.65017345,0.848278196
SRR11183842,0.809664783,0.723847862,0.549044555,0.599637042,0.772915932
SRR11183845,0.8736685,0.829805781,0.55533156,0.664268917,0.816445837
SRR11183847,0.848958965,0.791285542,0.535938515,0.633711844,0.795187936
SRR11183850,0.852595528,0.800833868,0.573166076,0.628444773,0.778320756
SRR11183855,0.830338664,0.770829414,0.57817409,0.639938532,0.791493001
SRR11183856,0.85480846,0.810240336,0.555074771,0.662853669,0.798241755
SRR11183857,0.863924338,0.804636303,0.613261189,0.636982158,0.804025889
SRR11183860,0.859896522,0.815500272,0.593031359,0.640910228,0.798396028
SRR11183862,0.882689586,0.833922972,0.567399473,0.681813514,0.833564387
SRR11183864,0.85718296,0.81268861,0.566989877,0.658040321,0.803084425
SRR11183865,0.854098545,0.801651324,0.562780908,0.655554233,0.798372822
SRR11183867,0.875392935,0.827823086,0.641851163,0.654867167,0.821460913
SRR11183868,0.726675438,0.661880674,0.480200998,0.544739467,0.698920994
SRR11183869,0.822821259,0.750293562,0.577123687,0.579175401,0.752919599
SRR11183871,0.861083039,0.816787219,0.583391742,0.63321247,0.799581382
SRR11183872,0.884738162,0.842314611,0.573025257,0.63961273,0.793844691
SRR11183873,0.796812103,0.734780701,0.51187276,0.609238625,0.757310221
SRR11183877,0.803875398,0.669315083,0.512379162,0.517993428,0.767996781
SRR11183878,0.799387789,0.709156896,0.550237386,0.588021325,0.776714611
SRR11183879,0.802735132,0.698099972,0.565468316,0.560055402,0.747300708
SRR11183881,0.840375365,0.779279449,0.586635181,0.591916757,0.802255907
SRR11183882,0.919630046,0.885948161,0.580897861,0.697014204,0.867311647
SRR11183883,0.815793776,0.720311734,0.54355178,0.564823497,0.786694774
SRR11183884,0.784557969,0.687593423,0.530501912,0.568770486,0.759254311
SRR11183885,0.788414613,0.695951697,0.583349494,0.538695812,0.720125081
SRR11183891,0.735249837,0.661550248,0.528721736,0.538206411,0.701038786
SRR11183893,0.890121133,0.8342912,0.652185663,0.657955892,0.851145995
SRR11183896,0.80261651,0.728299784,0.567915294,0.587346535,0.765612528
SRR11183897,0.814360873,0.751934652,0.576929403,0.590257382,0.777700646
SRR11183898,0.84553405,0.758444444,0.56188647,0.582461179,0.794696254
SRR11183899,0.845310343,0.783082867,0.606704846,0.622583252,0.799440595
SRR11183900,0.816987524,0.75159427,0.554527219,0.607488334,0.781907828
SRR11183901,0.7905432,0.709327216,0.527593588,0.587628504,0.759707481
SRR11183906,0.782591431,0.692413325,0.509393622,0.581799661,0.755830251
SRR11183908,0.83332188,0.778475856,0.549934593,0.62651421,0.77857443
SRR11183909,0.865045213,0.810766893,0.584155134,0.661828246,0.808416504
SRR11183912,0.847108029,0.801232096,0.524224677,0.674451108,0.814581486
SRR11183914,0.828936748,0.769501754,0.576930243,0.614312596,0.78006197
SRR11183917,0.889437966,0.848700057,0.615303857,0.654836327,0.821265414
SRR11183920,0.876061616,0.823923783,0.635780717,0.643661878,0.814295913
SRR11183921,0.854075439,0.785009755,0.56280706,0.627781027,0.808005728
SRR11183922,0.892943751,0.854350269,0.598041874,0.660629841,0.836691067
SRR11183923,0.721826795,0.669646258,0.402136823,0.543819574,0.692377121
SRR11183925,0.840710605,0.786077208,0.569626777,0.642762306,0.794655756
SRR11183926,0.856618883,0.79973307,0.591399362,0.64457612,0.799328273
SRR11183929,0.812867367,0.752368439,0.550011851,0.606306141,0.770822502
SRR11183930,0.858158248,0.79957464,0.611928474,0.632992239,0.796371839
SRR11183931,0.845965068,0.78083527,0.574299104,0.621766963,0.790199303
SRR11183932,0.866826187,0.820616899,0.597607326,0.631711786,0.808540069
SRR11183937,0.766538099,0.693788501,0.514652201,0.576229038,0.73983237
SRR11183940,0.778507309,0.688828391,0.529592057,0.562668464,0.749438455
SRR11183941,0.801497953,0.684694827,0.550833116,0.578945132,0.77194384
SRR11183942,0.855611739,0.780081301,0.626474675,0.629934655,0.811155515
SRR11183944,0.831891114,0.748719814,0.581896799,0.60844567,0.795685466
SRR11183946,0.875272181,0.760491101,0.639453427,0.573769033,0.841222379
SRR11183947,0.882370033,0.817231597,0.56740985,0.628800861,0.839694656
SRR11183949,0.857884548,0.792160429,0.617955674,0.639188984,0.81608271
SRR11183950,0.848654555,0.782165984,0.569731901,0.583096851,0.779017998
SRR11183952,0.778757446,0.698033198,0.559020563,0.574222763,0.743772651
SRR11183954,0.852081261,0.783217954,0.634124557,0.62225956,0.819364577
SRR11183955,0.760887001,0.682223137,0.54877692,0.556007537,0.721044078
SRR11183957,0.778995739,0.718069176,0.438561439,0.573846559,0.772513276
SRR11183959,0.895561739,0.821894814,0.605658161,0.59588533,0.866174313
SRR11183960,0.648285242,0.605282218,0.317853323,0.524223357,0.664655448
SRR11183961,0.858041115,0.794644903,0.645875587,0.619634144,0.810429268
SRR11183963,0.812479649,0.757253518,0.603052939,0.612595346,0.78330255
SRR11183964,0.781271437,0.703011129,0.558682266,0.585286699,0.759293701
SRR11183967,0.848145354,0.796725856,0.528879335,0.635258699,0.813585921
SRR11183971,0.809311582,0.72662294,0.601173584,0.582028502,0.758808153
SRR11183972,0.817617675,0.762238557,0.539062341,0.622923852,0.779517113
SRR11183973,0.783652078,0.684546249,0.565711743,0.499528803,0.732548335
SRR11183977,0.754346749,0.685926156,0.515152662,0.547864336,0.716429074
SRR11183980,0.855580725,0.805068966,0.570595457,0.614599884,0.809086028
SRR11183981,0.823072062,0.753338004,0.559605542,0.599085018,0.785170388
SRR11183982,0.912836132,0.851968256,0.636979887,0.684532252,0.865276999
SRR11183983,0.801043766,0.739673375,0.557048411,0.600352667,0.758722212
SRR11183984,0.869522408,0.822230621,0.601464776,0.645284467,0.806683232
SRR11183985,0.836272669,0.776603819,0.572747346,0.618953753,0.781122062
SRR11183988,0.879199332,0.828625502,0.594253709,0.641682134,0.834831304
SRR11183989,0.858232827,0.817359753,0.584514973,0.635473079,0.789106116
SRR11183990,0.790660058,0.736496112,0.467490482,0.625700323,0.773729969
SRR11183991,0.79090258,0.728709672,0.516609855,0.596840681,0.754923311
SRR11183993,0.864920947,0.800261703,0.561457335,0.653884699,0.815264441
SRR11183995,0.859073299,0.815964194,0.592292746,0.640845944,0.816451676
SRR11183998,0.834993332,0.778564226,0.508852671,0.619103108,0.794269553
SRR11183999,0.829038897,0.767215476,0.585295634,0.608869087,0.76705795
SRR11184004,0.810527499,0.75494936,0.516425564,0.613289743,0.79002079
SRR11184007,0.815534286,0.757752593,0.583917429,0.608693482,0.776774129
SRR11184008,0.816179719,0.754816144,0.531420288,0.629220197,0.767187863
SRR11184010,0.791802837,0.730948902,0.58351714,0.602441655,0.760202068
SRR11184013,0.880433072,0.842681824,0.58848947,0.663696431,0.840229793
SRR11184014,0.903903609,0.869535734,0.576501774,0.694453843,0.878865957
SRR11184015,0.744741553,0.672640691,0.494593969,0.563339507,0.724828227
SRR11184016,0.778922418,0.705707007,0.510503302,0.581425224,0.757871323
SRR11184018,0.825644149,0.765623795,0.583170687,0.603532591,0.786858986
SRR11184019,0.74417119,0.659283859,0.525103235,0.543960241,0.725311734
SRR11184020,0.815795823,0.74622085,0.550007978,0.610908345,0.778260966
SRR11184021,0.89333548,0.840339478,0.592339261,0.668631996,0.85436404
SRR11184022,0.811795031,0.748048482,0.609941567,0.597554089,0.755788178
SRR11184024,0.828151622,0.751991822,0.503007727,0.610202022,0.801484649
SRR11184025,0.846050347,0.767829861,0.629592237,0.592912657,0.770886867
SRR11184027,0.832253965,0.762766111,0.543587795,0.62037632,0.81252008
SRR11184028,0.796166866,0.71043409,0.52903516,0.575025149,0.758866027
SRR11184029,0.828681618,0.754398736,0.582941289,0.610581838,0.787809518
SRR11184031,0.770232059,0.6707154,0.507149872,0.563752921,0.744255669
SRR11184035,0.864279761,0.793119648,0.579055293,0.636603113,0.833409688
SRR11184037,0.816649823,0.733479055,0.523852675,0.606048612,0.792277736
SRR11184039,0.894729445,0.83632756,0.600290328,0.617525226,0.815053348
SRR11184042,0.901506262,0.877378252,0.613393005,0.700172734,0.861253254
SRR11184044,0.901084351,0.8470875,0.616607904,0.670384529,0.860049472
SRR11184045,0.927655062,0.85349389,0.614311389,0.69496264,0.891318121
SRR11184046,0.917794615,0.879989288,0.602397336,0.698152316,0.872745355
SRR11184047,0.804045226,0.732688926,0.562098288,0.597507174,0.772641679
SRR11184049,0.91169697,0.859975758,0.644349032,0.669146925,0.866288511
SRR11184052,0.83839325,0.776292372,0.553535354,0.610321129,0.798469222
SRR11184054,0.860099974,0.797332186,0.580686869,0.647024046,0.826561273
SRR11184055,0.863481564,0.791006287,0.590162254,0.616443408,0.835859422
SRR11184059,0.853220796,0.805199017,0.58085816,0.651368319,0.802963647
SRR11184061,0.897878534,0.832302739,0.584372073,0.638140305,0.872488395
SRR11184062,0.834512023,0.775735793,0.587737941,0.609312455,0.782186249
SRR11184064,0.860835158,0.794719176,0.603531116,0.643127563,0.82315763
SRR11184069,0.882080959,0.841933761,0.555420837,0.633562853,0.803863583
SRR11184070,0.855376079,0.799262967,0.578005782,0.65286164,0.800212465
SRR11184072,0.821738745,0.754083655,0.541636787,0.598991375,0.776302659
SRR11184073,0.876950342,0.818485768,0.640696775,0.653900129,0.834480512
SRR11184078,0.819587682,0.756977571,0.555789791,0.607391502,0.77113209
SRR11184079,0.884956516,0.825848637,0.621475283,0.647218321,0.862203496
SRR11184080,0.86242759,0.810060372,0.598968686,0.620781646,0.805777867
SRR11184081,0.764089741,0.70828388,0.550498792,0.572644325,0.721404831
SRR11184083,0.89448017,0.855651766,0.578531817,0.666175092,0.844270876
SRR11184084,0.86006499,0.804495962,0.596803971,0.624052101,0.794696226
SRR11184086,0.850368881,0.797787683,0.570491026,0.621328594,0.791512997
SRR11184089,0.87978965,0.831942524,0.610928595,0.639880852,0.823680737
SRR11184091,0.847415033,0.809513453,0.529809711,0.645883546,0.802351325
SRR11184092,0.813622282,0.749340256,0.549061606,0.615972607,0.767089516
SRR11184094,0.798410937,0.724711784,0.544885696,0.581155394,0.751327551
SRR11184095,0.870304155,0.811408075,0.630008525,0.624633281,0.808290421
SRR11184097,0.850790945,0.799052113,0.579484439,0.627883709,0.798152483
SRR11184100,0.866863534,0.82286751,0.600160569,0.648435282,0.806033565
SRR11184101,0.835210652,0.778722975,0.601104404,0.62969746,0.795383624
SRR11184102,0.879732014,0.815528883,0.55914199,0.642601697,0.848155732
SRR11184103,0.838259742,0.792194777,0.605573192,0.619002012,0.775867078
SRR11184104,0.887132744,0.843431165,0.570489993,0.656443026,0.845189423
SRR11184106,0.827760718,0.768248958,0.550065518,0.597870167,0.774402704
SRR11184107,0.781271394,0.688716381,0.564626698,0.558340286,0.745614328
SRR11184109,0.830995769,0.775210155,0.569216132,0.64419694,0.791912126
SRR11184114,0.771146728,0.716645682,0.393273302,0.599574519,0.7710544
SRR11185225,0.83126675,0.778695036,0.354701481,0.684087029,0.826087144
SRR11185226,0.861093971,0.816257522,0.368518908,0.685184946,0.837163072
SRR11185227,0.872946905,0.806112806,0.429532534,0.655930286,0.839517595
SRR11185228,0.750707424,0.698246629,0.160825653,0.622140371,0.765593425
SRR11185229,0.856292643,0.802085357,0.34179645,0.678193208,0.840975887
SRR11185230,0.822567571,0.783594622,0.26094111,0.670319482,0.821359603
SRR11185231,0.827489022,0.740673354,0.415868065,0.598625156,0.822125917
SRR11185232,0.878384857,0.82967324,0.357147798,0.700288957,0.862289273
SRR11185233,0.812372099,0.755023709,0.347835328,0.626482195,0.8057048
SRR11185234,0.861281305,0.795490539,0.375538686,0.674523974,0.847635561
SRR11185236,0.89141559,0.855669657,0.35754792,0.697069087,0.862077907
SRR11185237,0.867400569,0.804458118,0.380859455,0.688380726,0.841140344
SRR11185238,0.89201409,0.833889724,0.362662966,0.692295584,0.872867391
SRR11185239,0.895401905,0.857333174,0.32122017,0.70765646,0.867585366
SRR11185240,0.88646466,0.828896451,0.34087041,0.678560863,0.867616551
SRR11185241,0.805924128,0.749922726,0.309688717,0.661249417,0.795173726
SRR11185242,0.777003846,0.733312422,0.259646081,0.648418306,0.756972924
SRR11185243,0.747747466,0.682497612,0.32311441,0.597050553,0.754223474
SRR11185244,0.90203249,0.849403598,0.364359506,0.68711641,0.877602882
SRR11185245,0.820703006,0.778583915,0.311840184,0.655468696,0.796965082
SRR11185246,0.857039151,0.787324008,0.359410095,0.674241463,0.846105314
SRR11185247,0.888167495,0.838442483,0.313882726,0.723411587,0.865611791
SRR11185249,0.75397107,0.696843742,0.275538912,0.642047658,0.765059301
SRR11185250,0.866912805,0.808940128,0.357004348,0.674288803,0.836317874
SRR11185251,0.733204505,0.67928703,0.277756327,0.636976049,0.742733933
SRR11185252,0.884562027,0.837228578,0.335173771,0.698951817,0.855585229
SRR11185253,0.831155244,0.771454591,0.394263956,0.651260537,0.809022599
SRR11185254,0.866106579,0.820482377,0.345683255,0.672293174,0.833675213
SRR11185255,0.801276595,0.739035526,0.299273071,0.656288285,0.795885376
SRR11185256,0.867305159,0.813266097,0.359142611,0.695217201,0.840234738
SRR11185257,0.729406832,0.657069969,0.299278224,0.604886691,0.734564408
SRR11185258,0.733169603,0.676247217,0.287435241,0.628280139,0.73826793
SRR11185259,0.743766652,0.684314509,0.309741515,0.624887011,0.737861721
SRR11185260,0.848585604,0.751549773,0.298825139,0.620255403,0.846204484
SRR11185261,0.857304094,0.803146257,0.382712856,0.672384556,0.850676491
SRR11185262,0.851213507,0.778952015,0.348878742,0.676246844,0.846529139
SRR11185263,0.849857036,0.803746522,0.324561155,0.716933786,0.853325451
SRR11185264,0.828669264,0.779162597,0.333805638,0.657085597,0.830427148
SRR11489746,0.755359606,0.730113377,0.32984104,0.614096084,0.728170363
SRR11489747,0.677761268,0.655069086,0.314839207,0.544234689,0.647928385
SRR11489748,0.748565359,0.72288156,0.314177723,0.583252622,0.706863193
SRR11489749,0.768602909,0.754311307,0.291411778,0.617131238,0.710086185
SRR11489750,0.700601699,0.679852093,0.235765591,0.572509144,0.675751747
SRR11489751,0.667564725,0.65939967,0.037426381,0.556953896,0.614365528
SRR11489758,0.721072821,0.693956386,0.275526533,0.599541986,0.706794946
SRR11489765,0.670630608,0.657414479,0.030199782,0.546581999,0.61023901
SRR11489769,0.75438465,0.733231931,0.274883144,0.612659231,0.717649389
SRR11489775,0.831957425,0.82694638,0.068507271,0.557914687,0.668692745
SRR11489776,0.783516083,0.747777812,0.339950131,0.618908081,0.742428274
SRR11489777,0.806016844,0.786472235,0.314059167,0.638885219,0.749573091
SRR11489778,0.773989829,0.753912992,0.307092626,0.631497777,0.742742494
SRR11489779,0.814925567,0.800064823,0.309163512,0.649823143,0.750731722
SRR11489780,0.775667067,0.753222536,0.292315995,0.622282615,0.740011717
SRR11489781,0.704951166,0.678967007,0.273606414,0.562420682,0.679136442
SRR11489783,0.773184899,0.754812969,0.256740695,0.634971352,0.731840142
SRR11489784,0.804139075,0.784729327,0.32688261,0.64358943,0.761636919
SRR11489785,0.78959711,0.770711626,0.320930886,0.606872096,0.717946153
SRR11489786,0.664262032,0.634602476,0.261104579,0.547876747,0.640904427
SRR11489787,0.705341122,0.685096064,0.248332639,0.542442875,0.654876708
SRR11489788,0.796098019,0.772868741,0.332310852,0.636135524,0.758053558
SRR11489789,0.762452016,0.74216788,0.292562367,0.61526456,0.728626257
SRR11489790,0.821618611,0.803535371,0.34679655,0.65375842,0.775724195
SRR11489791,0.693935837,0.672321157,0.227895439,0.569572145,0.676921063
SRR11489792,0.724661449,0.695615838,0.278061249,0.592598473,0.706958848
SRR11551368,0.570714176,0.544956092,0.20368158,0.507187068,0.585640484
SRR11551369,0.756739359,0.737399265,0.224355232,0.62247779,0.747729391
SRR11551371,0.723740481,0.689774847,0.268670705,0.597552465,0.707637067
SRR11551376,0.671689843,0.641823292,0.288955365,0.557788232,0.665803421
SRR11551377,0.660757876,0.630785537,0.285520478,0.548103888,0.657925782
SRR11551378,0.647206025,0.613842042,0.265905011,0.544093574,0.648769386
SRR11551379,0.70083169,0.675312275,0.262075714,0.586182455,0.697886971
SRR11551380,0.627911205,0.595728864,0.276497801,0.515426071,0.624378914
SRR11551381,0.631825799,0.602628675,0.233299637,0.536615224,0.633152587
SRR11551382,0.651279549,0.620511123,0.258212259,0.562476335,0.664055547
SRR11551383,0.592747424,0.563753395,0.242386383,0.512175743,0.601801933
SRR11723721,0.673454897,0.648269098,0.300594991,0.53437854,0.637566098
SRR11723726,0.616240098,0.57913088,0.282441341,0.490450107,0.600179575
SRR11723727,0.646468522,0.621675158,0.272153435,0.524923345,0.619986306
SRR11723728,0.647328775,0.621970304,0.300556542,0.506098412,0.615516812
SRR11723729,0.652561361,0.628670091,0.314111379,0.515624362,0.617180163
SRR11723730,0.668496275,0.645531121,0.28737222,0.513913526,0.628356069
SRR11723731,0.699567795,0.681188223,0.312862829,0.558543144,0.658099092
SRR11723732,0.621220833,0.597849109,0.281336044,0.489607096,0.590268125
SRR11723733,0.586073334,0.563301487,0.292715685,0.475329069,0.564678462
SRR11723734,0.655558685,0.631462194,0.262171918,0.51168969,0.629155886
SRR11723735,0.599648413,0.569654625,0.260918834,0.466045985,0.568176735
SRR11723736,0.643912082,0.619241188,0.266280718,0.497592154,0.606960534
SRR11723737,0.6327091,0.605487165,0.315134539,0.507924836,0.605966904
SRR11723738,0.557962362,0.528505765,0.253627683,0.457918199,0.537972355
SRR11723739,0.617332501,0.581883879,0.274365827,0.496093875,0.602734554
SRR11723740,0.62753374,0.596720488,0.2391825,0.513542039,0.607658365
SRR11805640,0.70453637,0.687955069,0.24307288,0.528367823,0.638212977
SRR11805641,0.720783188,0.70326961,0.26788574,0.557637986,0.657702433
SRR11805642,0.761811314,0.746954591,0.235968912,0.592151646,0.707042707
SRR11805643,0.717883683,0.700925139,0.28308149,0.572396988,0.665372187
SRR12277000,0.503733681,0.454230604,0.189838877,0.462254956,0.546289738
SRR12277001,0.73585047,0.710797691,0.28450147,0.602005813,0.71934942
SRR12277002,0.72694807,0.693472378,0.344566874,0.600248753,0.714488807
SRR12277003,0.823218755,0.805656934,0.362413319,0.647083907,0.776220425
SRR12277004,0.76050965,0.728893002,0.374827057,0.602359445,0.73469564
SRR12795729,0.916369863,0.915702056,0.064967835,0.788659763,0.881936043
SRR12795740,0.936876149,0.936245341,0.070898063,0.828685625,0.909933554
SRR12795741,0.922478426,0.91219539,0.180884612,0.746140679,0.870676094
SRR12795744,0.927499973,0.911833469,0.140906085,0.68906942,0.883260721
SRR12795745,0.914637733,0.907677231,0.138041291,0.659538981,0.832713258
SRR12795746,0.916051041,0.903193775,0.160078066,0.70400739,0.85280002
SRR12795770,0.919046318,0.906283423,0.220356718,0.716629467,0.872680948
SRR12795771,0.866814736,0.851858738,0.151316691,0.637120079,0.820174378
SRR12795773,0.907411254,0.891876208,0.167304504,0.678347492,0.846877757
SRR12795774,0.909928014,0.908694961,0.065573276,0.787307698,0.873030031
SRR12795775,0.921110552,0.916275627,0.132841838,0.750754308,0.882450365
SRR12795776,0.920701462,0.915297158,0.235489961,0.758522962,0.87620906
SRR12795780,0.905249999,0.889343448,0.198405215,0.683104341,0.829498816
SRR12795782,0.943741024,0.942855631,0.109110959,0.792255236,0.885451772
SRR12795783,0.937002504,0.936366277,0.061442441,0.81500907,0.902145015
SRR12795784,0.933140883,0.93124837,0.101947657,0.811281652,0.902417894
SRR12795785,0.942194561,0.941982459,0.065444455,0.790861799,0.8660981
SRR12795789,0.861837937,0.857711347,0.074989699,0.726448252,0.813355494
SRR12795790,0.943211727,0.94190842,0.098577066,0.818320606,0.907762784
SRR12795792,0.822445946,0.794208362,0.322430223,0.658551054,0.780661114
SRR12795793,0.76837239,0.736753493,0.290796829,0.645610858,0.757399912
SRR12799827,0.640364868,0.595612798,0.249661667,0.546740409,0.655072377
SRR12799828,0.536450662,0.507602773,0.18772351,0.486189957,0.561733814
SRR12799829,0.65740643,0.615073004,0.272848699,0.5465068,0.657266588
SRR12799830,0.688275566,0.680523588,0.119174451,0.612466766,0.667764132
SRR12799831,0.69270869,0.683035989,0.137088008,0.60499545,0.66080024
SRR12799832,0.55152969,0.52942738,0.154685309,0.517368556,0.57620153
SRR12799833,0.73965895,0.719106417,0.229730662,0.611430666,0.715780375
SRR12799834,0.809593414,0.791517399,0.280702087,0.662339136,0.751324816
SRR12799835,0.764739824,0.723342514,0.323750972,0.621388396,0.754251293
SRR14369134,0.643627004,0.613027842,0.288320672,0.50223859,0.612249276
